Id,SalePrice
2514,248034
2515,150460
2516,153635
2517,135368
2518,142835
2519,229798
2520,210402
2521,192718
2522,220734
2523,134542
2524,140498
2525,142092
2526,141367
2527,114326
2528,128216
2529,131373
2530,109092
2531,237917
2532,232161
2533,198399
2534,246019
2535,306340
2536,228855
2537,224241
2538,188099
2539,187154
2540,177121
2541,183993
2542,171856
2543,128806
2544,137206
2545,133492
2546,147837
2547,140213
2548,165395
2549,166212
2550,372163
2551,144991
2552,117024
2553,85952
2554,118847
2555,104936
2556,104812
2557,117373
2558,170086
2559,138091
2560,125112
2561,139972
2562,133131
2563,142952
2564,172874
2565,123076
2566,153994
2567,132772
2568,191736
2569,191907
2570,121112
2571,161018
2572,187840
2573,235534
2574,296290
2575,126425
2576,126878
2577,159268
2578,97195
2579,81829
2580,135324
2581,135334
2582,118206
2583,301107
2584,163558
2585,177812
2586,201884
2587,206967
2588,148949
2589,143827
2590,220202
2591,207375
2592,223408
2593,251079
2594,178062
2595,207239
2596,330016
2597,180265
2598,277277
2599,314531
2600,159996
2601,131751
2602,84914
2603,94160
2604,87309
2605,82240
2606,142841
2607,172138
2608,191821
2609,163301
2610,115450
2611,158149
2612,152206
2613,126742
2614,126149
2615,151579
2616,139796
2617,167039
2618,166599
2619,223496
2620,186915
2621,183730
2622,187626
2623,248785
2624,259509
2625,327494
2626,163446
2627,185920
2628,418540
2629,552532
2630,349234
2631,454975
2632,414352
2633,315383
2634,378320
2635,149746
2636,195731
2637,160107
2638,251456
2639,182807
2640,151035
2641,104230
2642,187644
2643,106064
2644,129159
2645,100880
2646,92577
2647,99557
2648,135981
2649,142168
2650,146655
2651,158201
2652,431411
2653,252168
2654,246639
2655,360027
2656,322730
2657,346040
2658,284345
2659,298980
2660,315485
2661,330495
2662,340268
2663,275413
2664,281864
2665,318207
2666,288340
2667,169841
2668,181583
2669,178293
2670,286446
2671,181664
2672,177429
2673,207701
2674,200359
2675,165979
2676,188112
2677,198617
2678,258082
2679,272643
2680,269477
2681,420814
2682,333302
2683,511960
2684,310783
2685,341480
2686,263498
2687,326180
2688,230609
2689,212771
2690,469625
2691,187520
2692,135569
2693,194532
2694,136681
2695,191816
2696,187799
2697,190874
2698,199020
2699,178885
2700,167322
2701,152140
2702,110997
2703,148376
2704,141429
2705,125128
2706,119481
2707,126051
2708,138070
2709,109838
2710,125943
2711,294609
2712,363397
2713,176371
2714,150674
2715,172165
2716,163939
2717,183366
2718,240262
2719,155157
2720,165892
2721,143595
2722,170534
2723,144666
2724,129327
2725,135789
2726,145238
2727,172294
2728,165957
2729,155952
2730,147802
2731,120981
2732,115730
2733,164745
2734,147091
2735,134512
2736,140362
2737,124515
2738,134849
2739,161161
2740,137780
2741,147288
2742,151825
2743,155748
2744,145276
2745,136037
2746,135134
2747,150341
2748,126978
2749,130454
2750,133961
2751,129201
2752,225874
2753,156873
2754,199052
2755,125494
2756,95148
2757,72151
2758,85281
2759,159508
2760,139815
2761,150146
2762,148780
2763,185069
2764,166181
2765,253303
2766,137090
2767,93374
2768,127654
2769,118952
2770,154512
2771,120473
2772,125027
2773,140140
2774,140761
2775,137339
2776,140763
2777,151566
2778,128517
2779,126030
2780,114207
2781,103445
2782,102097
2783,106533
2784,130350
2785,135481
2786,76356
2787,115913
2788,85289
2789,219900
2790,97701
2791,118895
2792,81298
2793,171516
2794,105382
2795,119664
2796,105918
2797,182877
2798,118913
2799,122114
2800,79311
2801,112020
2802,137172
2803,151722
2804,144223
2805,97682
2806,90653
2807,151227
2808,151087
2809,133046
2810,139019
2811,160202
2812,145096
2813,155524
2814,161384
2815,98650
2816,245291
2817,134534
2818,131208
2819,176896
2820,131895
2821,107907
2822,186830
2823,228649
2824,176283
2825,156386
2826,137790
2827,144613
2828,208837
2829,169354
2830,231290
2831,191073
2832,221760
2833,295255
2834,219269
2835,214433
2836,194360
2837,168546
2838,144648
2839,184722
2840,193501
2841,204343
2842,219999
2843,154258
2844,161935
2845,124145
2846,211749
2847,203213
2848,219072
2849,210376
2850,275726
2851,235727
2852,225922
2853,239252
2854,139382
2855,192047
2856,210637
2857,191024
2858,196910
2859,136302
2860,126674
2861,124516
2862,192708
2863,119225
2864,259133
2865,141809
2866,136378
2867,94946
2868,111632
2869,123567
2870,166523
2871,108878
2872,59008
2873,104055
2874,144490
2875,117172
2876,157708
2877,145899
2878,164616
2879,146133
2880,108656
2881,151721
2882,158707
2883,175781
2884,181384
2885,181735
2886,207396
2887,100906
2888,126861
2889,64590
2890,88373
2891,133645
2892,59619
2893,107676
2894,64662
2895,320490
2896,292331
2897,197037
2898,144764
2899,233836
2900,157290
2901,187856
2902,181463
2903,345322
2904,357794
2905,114586
2906,200062
2907,120486
2908,129330
2909,146181
2910,84022
2911,83520
2912,156417
2913,89584
2914,83058
2915,84014
2916,84580
2917,149250
2918,108414
2919,226446
